title,genres,poster,description,rating,release
Jhalki,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Jhalki_Movie_Official_Poster.jpg/220px-Jhalki_Movie_Official_Poster.jpg,A life-altering disappearance of her 7-year old brother sets Jhalki off on a mission to find him at all costs. Armed with an intimate folk-tale and her own sharp mind  is Jhalki's journey the start of a spiral that will change the lives of thousands for good? What price must she pay to get what she wants? Inspired by true events  with a backdrop of human-trafficking and child-labour  Jhalki becomes an atypical thriller of hope  courage  self-belief and perseverance  seen through the eyes of a 9-year-old girl  who will not stop anywhere short of a triumph.,7.2,14-11-2019
Marjaavaan,Action|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Marjaavaan_poster.jpg/220px-Marjaavaan_poster.jpg,"Marjaavaan is an upcoming Indian action romance film directed by Milap Zaveri starring Ritesh Deshmukh  Sidharth Malhotra  Tara Sutaria and Rakul Preet Singh. The co producer of the film Bhushan Kumar described the film as ""a violent  dramatic love story"".",3.6,15-11-2019
Motichoor Chaknachoor,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Motichoor_Chaknachoor_poster.jpg/220px-Motichoor_Chaknachoor_poster.jpg,A hilarious story of a 36-year-old jobless man Pushpender  trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.,5.8,15-11-2019
Keep Safe Distance (film),Action|Thriller,,Keep Safe Distance is an upcoming Indian thriller film directed by Rama Mehra and produced by vishnu dhanraj sharma and mahesh sharma under the rama dhanraj production,0,15-11-2019
Pagalpanti (2019 film),Action|Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Pagalpanti_film_poster.jpg/220px-Pagalpanti_film_poster.jpg,A tourist group from India sets out on a vacation to only have their trip to turn into a patriotic mission. Will it end well for them?,3.1,22-11-2019
Ramprasad Ki Tehrvi,Comedy|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Ramprasad_Ki_Tehrvi.jpg/220px-Ramprasad_Ki_Tehrvi.jpg,,7.6,17-10-2019
Yeh Saali Aashiqui,Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Yeh_Saali_Aashiqui_film_poster.jpg/220px-Yeh_Saali_Aashiqui_film_poster.jpg,,7.9,29-11-2019
Dil Bechara,Drama|Romance,,A love story about two cancer patients.,6.6,
Pati Patni Aur Woh (2019 film),Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Pati_Patni_Aur_Woh_poster.jpg/220px-Pati_Patni_Aur_Woh_poster.jpg,Chintu Tyagi is an ordinary  middle class man who finds himself torn between his wife and another woman.,5.7,06-12-2019
Commando 3 (film),Action|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Commando_3_official_poster.jpg/220px-Commando_3_official_poster.jpg,A mysterious man is on an impending mission to attack the country from his base in London. Karan Singh Dogra sets out to hunt down the antagonist aided by the British Intelligence. Will Commando be able to prevent the attack and save the country?,5.7,29-11-2019
Mardaani 2,Action|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Mardaani_2_Film_poster.jpg/220px-Mardaani_2_Film_poster.jpg,Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.,7.4,13-12-2019
Dabangg 3,Action,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Dabangg_3_poster.jpg/220px-Dabangg_3_poster.jpg,Third installment of the Dabanng film series.,3,20-12-2019
Good Newwz,Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/7/76/Good_Newwz_film_poster.jpgf,It is an upcoming Indian romantic comedy film starring Akshay Kumar  Kiara Advani  Kareena Kapoor Khan and Diljit Dosanjh in lead roles.,6.9,25-12-2019
Kaalakaandi,Comedy|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Kaalakaandi.jpg/220px-Kaalakaandi.jpg,Unfolding through a course of a night in Mumbai  Kaalakaandi showcases three parallel tracks -- a man who discovers he has terminal illness decides to let go of his principles and live a little; a woman involved in a hit-and-run seeks redemption and two goons must decide if they can trust each other.,6.2,12-01-2018
Vodka Diaries,Mystery|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Vodka_Diaries_-_Poster.jpg/220px-Vodka_Diaries_-_Poster.jpg,In the misty town of Manali  ACP Ashwini Dixit attempts to solve a series of mysterious murders happening in a single night  which might be connected to the night club  Vodka Diaries.,5.6,19-01-2018
My Birthday Song,Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/My_Birthday_Song_-_Poster.jpg/220px-My_Birthday_Song_-_Poster.jpg,After a wild night of impulse and passion  advertising executive Rajiv Kaul must navigate the murky lines between life  death  fact  and fiction.,5.5,19-01-2018
Nirdosh,Drama|Mystery|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Nirdosh_-_Poster.jpg/220px-Nirdosh_-_Poster.jpg,Arbaaz Khan plays the role of the investigating officer in a murder case in which Manjari Fadnnis emerges as the prime suspect and is arrested. However  as events unfold  many possibilities and suspects come to the fore.,3.8,19-01-2018
Mukkabaaz,Action|Drama|Sport,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Mukkabaaz_poster.jpg/220px-Mukkabaaz_poster.jpg,A boxer (Shravan) belonging to upper cast  trains at a gym controlled by a local Don (Bhagwan Das Mishra). Shravan falls for Mishra's niece (Sunaina). The Don does not approve of this match because of previous scuffle between Bhagwan and Shravan. Shravan strives to win Sunaina's hand in marriage and becomes a successful boxer while trying to avoid retaliation from the Don.,8.1,12-01-2018
Union Leader (film),Drama,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Union_Leader_Poster.jpg/220px-Union_Leader_Poster.jpg,UNION LEADER is a drama  105 minutes in length  and it is the story of Jay  who gave up his dream of education to care for his family when he was young and is haunted by the loss of a future that was not to be. But  he is determined to end the cycle of poverty and provide a better life for his family. Jay must fight to keep his family alive with each passing minute. Living in poverty and faced with the looming possibility of death  Jay must struggle against corporate greed and the constant dangers of living on every last penny. Will Jay be able to fulfill his dream? Will Jay be able to bring the bad guys to justice? Will Jay survive  or will he fall to his death like the hundreds that do.,7.6,19-01-2018
Love per Square Foot,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/3/3d/Love_Per_Square_Foot.png,Love Per Sq Ft  is a feature film which deals with the very common predicaments that faces today's urban youth; finding a house and finding love. Through the course of this romantic comedy we see Sanjay Chaturvedi and Karina D'souza desperately seeking a house  but realizing the difference between 'ghar' and 'makaan'.,7.2,14-02-2018
Aiyaary,Action|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Aiyaary_-_Poster.jpg/220px-Aiyaary_-_Poster.jpg,General Gurinder Singh comes with a proposal to General Pratap Malik with the intention of bribing him.Pratap Malik declines in proposal following which Gurinder Singh threatens him that he will expose his secret unit DSD (Data System Diagnostics) which conduct secret operations.DND is lead by Colonel Abhay Singh who finds from his team that one of his honest officer Major Jai Bakshi has been absconding with confidential data of the secret unit.,5.2,16-02-2018
Padmaavat,Drama|History|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Padmaavat_poster.jpg/220px-Padmaavat_poster.jpg,This fictional story is set in 13th century medieval India. a Princess of Sinhala(modern-day Sri Lanka) called Padmavati falls in love with already married Maharawal Ratan Singh  King of Chittor. Upon their marriage  Padmavati is crowned queen  taking the place of wife of Ratan Singh and they reside together in joy and splendor. Their perfect life takes an unfortunate turn when a banished royal priest Chetan convinces Sultan of Delhi Allauddin Khilji to attack Chittor and capture Padmavati for her beauty and luck she could bring him. Sultan Allaudin Khilji  convinced by the priest and driven by desire of ultimate power  prepares to attack Chittorgarh.,7,25-01-2018
Kuchh Bheege Alfaaz,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Kuchh_Bheege_Alfaaz.jpg/220px-Kuchh_Bheege_Alfaaz.jpg,Every night at 10  Kolkata tunes into Big FM to listen to 'Kuch Bheege Alfaaz' - an episodic series of unrequited love stories hosted by RJ Alfaaz who  despite his tremendous following  prefers staying detached and anonymous. Among his many fans is the boisterous Archana  a girl working at a creative agency - which designs branded memes. She is leukodermic but lives life to the fullest. They meet; or rather talk  for the first time over a misplaced call  when Archana accidentally dials Alfaaz's number  while trying to connect with her latest blind date. A friendship blossoms between the two strangers hidden behind their digital screens. It quickly translates in to a whirlwind of romance  until they bare their true selves to each other.,7.5,16-02-2018
Jaane Kyun De Yaaron,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Jaane_Kyun_De_Yaaron_film_poster.jpg/220px-Jaane_Kyun_De_Yaaron_film_poster.jpg,Raghu and Abhishek are two young rap singers  living in Mumbai  trying to further their careers by making an album. They are beset by rejection after rejection from cynical and dismissive financiers  even though their young fans love them. The tables seem to have turned when they perform at a function and meet Shera - a larger-than-life figure who offers them help should they ever meet a problem. His presence is reassuring  and he is the strongest character in the film. From here their lives take a downwards spiral. Abhishek is accused of driving while drunk and of assaulting a police officer. No-one will listen to him despite the fact that he was not driving and he was a victim of police brutality. The support of their families and their loyalty to one another is all that holds them up at this time. The upshot is that they are misused by corrupt policemen and lawyers and ultimately Abhi is found guilty but.. - Shera has seen all that has happened  has put in place a mechanism that ...,4.4,16-02-2018
Veerey Ki Wedding,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Veerey_Ki_Wedding_-_Poster.jpg/220px-Veerey_Ki_Wedding_-_Poster.jpg,What happens when the most eligible bachelor in Delhi  Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the father-in-law! Not helping the matter further  is Veerey's elder cousin brother  Balli  who threatens the would-be in-laws with dire consequences if anyone dares to break Veerey's heart.,2.8,02-03-2018
Sonu Ke Titu Ki Sweety,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Sonu_Ke_Titu_Ki_Sweety_-_Movie_Poster.jpg/220px-Sonu_Ke_Titu_Ki_Sweety_-_Movie_Poster.jpg,"We have always been told that ""Marriage"" is a marriage between two families. 'Sonu ke Titu ki Sweety' explores the new age version of the same belief where ""Marriage"" is a marriage between two friend circles. What happens when you decide to get married  but your best friend and your girlfriend can't see eye to eye. Sonu and Titu are childhood friends. Titu has always been a naÃ¯ve lover  who falls in love easily and Sonu has always had to step in to save him. But Sweety is the perfect bride and Titu is head over heels in love with her. Sonu's instinct to protect Titu at whatever cost  makes him feel that she's too good to be true. What ensues is a war between the best friend and the bride to be. While Sweety is trying to impress Titu and the family alike  Sonu is out to sabotage the utopian romance.",7.1,23-02-2018
Hate Story 4,Crime|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hate_Story_4_Official_Poster.jpg/220px-Hate_Story_4_Official_Poster.jpg,London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with Rishma whose also looking after his business.Rajveer is a womanizer and professional photographer who approaches Taasha to be the model of their campaign.Taasha soon becomes a star and both brothers fall in love with her.Which leads Aryan to murder Rishma after she finds about his relationship with Taasha.After Aaryan and Taasha dispose Rishma's body it is reveled that Taasha is not who she claims and has come to revenge against Khurana's.,3.3,09-03-2018
